group_sha,source,n_inc,n_dec,n_items,auto_type,negation_present,jaccard_mean,entity_overlap_mean,evidence_seen_in_discovery600,inc_item_ids,dec_item_ids,evidence
8cb5d4161c,fever,2,2,4,exclusive_alternative,no,0.2922,0.6667,False,"g24a_fever_138023,g24a_fever_76173","g24a_fever_118442,g24a_fever_35914","Following her second divorce, Lopez had a high-profile relationship with Ben Affleck, which strongly influenced her third studio album, This Is Me... Then (2002), while also overshadowing the release of Gigli (2003), a critical and commercial failure."
8cdf4ad520,fever,3,1,4,indirect_contradiction,no,0.2576,0.3333,True,"g24a_fever_126559,g24a_fever_126560,g24a_fever_126740",g24a_fever_136427,"Malta has a long Christian legacy and its Archdiocese of Malta is claimed to be an apostolic see because, according to Acts of the Apostles, St Paul was shipwrecked on ""Melita"", now widely taken to be Malta."
8cebee6829,fever,1,3,4,numeric_value,no,0.35,1.0,True,g24a_fever_105584,"g24a_fever_17593,g24a_fever_34764,g24a_fever_93300","Eric Banadinović (born 9 August 1968), known professionally as Eric Bana, is an Australian actor and comedian."
8d0e2dc441,fever,2,4,6,numeric_value,no,0.5993,0.5417,False,"g24a_fever_178216,g24a_fever_178229","g24a_fever_178219,g24a_fever_178223,g24a_fever_178225,g24a_fever_178227","The single received its first airplay in the United Kingdom on 23 September 2013 and was released for digital download on 3 November 2013, a week before the release of Salute in that country."
8d33780e1b,fever,7,4,11,explicit_negation,yes,0.1848,0.8571,False,"g24a_fever_160050,g24a_fever_160052,g24a_fever_160053,g24a_fever_160054,g24a_fever_160055,g24a_fever_160060,g24a_fever_160067","g24a_fever_160051,g24a_fever_160058,g24a_fever_160064,g24a_fever_160065","Levoamphetamine, also known as levamfetamine (INN), (R) - amphetamine, - amphetamine, and L-amphetamine, is a central nervous system (CNS) stimulant known to increase wakefulness and concentration in association with decreased appetite and fatigue."
8d3faa7705,fever,1,1,2,exclusive_alternative,no,0.1538,0.3333,False,g24a_fever_165118,g24a_fever_165119,"Since then, Rourke has appeared in several commercially successful films including the 2010 films Iron Man 2 and The Expendables and the 2011 film Immortals. The Expendables is a 2010 American ensemble action film written by David Callaham and Sylvester Stallone, and directed by Stallone, who also starred in the lead role."
8d952053ff,fever,1,1,2,indirect_contradiction,no,0.2,0.3333,False,g24a_fever_165652,g24a_fever_165666,"Thomas Stewart ""Tom"" Baker (born 20 January 1934) is an English actor."
8e389f2b8f,fever,3,1,4,indirect_contradiction,no,0.6667,0.5,False,"g24a_fever_106870,g24a_fever_146109,g24a_fever_48275",g24a_fever_48276,"It stars Shah Rukh Khan, Mahira Khan and Nawazuddin Siddiqui. Shah Rukh Khan (born Shahrukh Khan; 2 November 1965), also known as SRK, is an Indian film actor, producer and television personality."
8e50b17aab,fever,1,2,3,indirect_contradiction,no,0.4375,0.75,False,g24a_fever_49097,"g24a_fever_103773,g24a_fever_37086",There are microbial mat fossils such as stromatolites found in 3.48 billion-year-old sandstone discovered in Western Australia.
8e6a22b60c,fever,3,2,5,explicit_negation,yes,0.869,1.0,False,"g24a_fever_130077,g24a_fever_1508,g24a_fever_30863","g24a_fever_131009,g24a_fever_156026","West Ham United Football Club is a professional football club based in Stratford, East London, England."
8e89e56a9f,fever,3,2,5,exclusive_alternative,no,0.244,0.5,False,"g24a_fever_134889,g24a_fever_160899,g24a_fever_160919","g24a_fever_160597,g24a_fever_161091","He is best known for his work on Supernatural where he serves as an executive producer, director and occasional writer."
8eb667c9d2,fever,2,4,6,exclusive_alternative,no,0.2983,1.0,True,"g24a_fever_164996,g24a_fever_164997","g24a_fever_164983,g24a_fever_164985,g24a_fever_164998,g24a_fever_165000","Because of their dependence on the sea ice, polar bears are classified as marine mammals; an alternative basis for classification as marine mammals is that they depend on the ocean as their main food source."
8ed5a95a4b,fever,3,3,6,explicit_negation,yes,0.2945,0.3375,False,"g24a_fever_150614,g24a_fever_152128,g24a_fever_76627","g24a_fever_103665,g24a_fever_104922,g24a_fever_149284","He appeared in Star Wars: The Force Awakens (2015), as X-wing pilot Poe Dameron, and in X-Men: Apocalypse (2016), as the titular mutant supervillain Apocalypse."
903b219e48,scifact,1,1,2,indirect_contradiction,no,0.8462,1.0,False,g24a_scifact_1220,g24a_scifact_1261,The oncogenic BCR/ABL tyrosine kinase induces constitutive DNA damage in Philadelphia chromosome (Ph)-positive leukemia cells. We find that BCR/ABL-induced reactive oxygen species (ROSs) cause chronic oxidative DNA damage resulting in double-strand breaks (DSBs) in S and G(2)/M cell cycle phases. We propose that the following series of events may contribute to genomic instability of Ph-positive leukemias: BCR/ABL --> ROSs --> oxidative DNA damage --> DSBs in proliferating cells --> unfaithful HRR and NHEJ repair.
9047d6bc2c,fever,1,2,3,explicit_negation,yes,0.4333,0.625,False,g24a_fever_41780,"g24a_fever_67876,g24a_fever_71089","That same year, she headlined the Netflix comedy television series Girlboss, portraying self-made millionaire Sophia Amoruso."
90c406dc97,fever,4,4,8,exclusive_alternative,no,0.3362,0.75,False,"g24a_fever_120259,g24a_fever_128035,g24a_fever_19197,g24a_fever_64155","g24a_fever_118594,g24a_fever_148329,g24a_fever_85193,g24a_fever_96622","Edward I. ""Ed"" Decter (born May 19, 1959) is an American film director, film producer and screenwriter."
90c78b2383,fever,3,2,5,exclusive_alternative,no,0.4194,1.0,False,"g24a_fever_222881,g24a_fever_222887,g24a_fever_222896","g24a_fever_222875,g24a_fever_222899",An all-seater stadium is a sports stadium in which every spectator has a seat.
918ac3db37,fever,4,1,5,numeric_value,no,0.6657,1.0,False,"g24a_fever_158635,g24a_fever_158636,g24a_fever_158648,g24a_fever_158654",g24a_fever_158644,It was designed by renowned Bay Area architect John Galen Howard and built in 1915 as part of the Panama -- Pacific International Exposition.
919badfc94,fever,4,7,11,explicit_negation,yes,0.3315,0.4286,True,"g24a_fever_124088,g24a_fever_45756,g24a_fever_52945,g24a_fever_89985","g24a_fever_120442,g24a_fever_127340,g24a_fever_128826,g24a_fever_156493,g24a_fever_52946,g24a_fever_78846,g24a_fever_91534",Daggering is a form of dance originating from Jamaica.
91a8b9ba25,fever,5,9,14,numeric_value,no,0.375,0.6741,False,"g24a_fever_178858,g24a_fever_178874,g24a_fever_178880,g24a_fever_178893,g24a_fever_178904","g24a_fever_178859,g24a_fever_178892,g24a_fever_178896,g24a_fever_178898,g24a_fever_178899,g24a_fever_178902,g24a_fever_178906,g24a_fever_178908,g24a_fever_178912","Dawood Ibrahim (Marathi: दाऊद इब्राहीम कासकर, born Dawood Ibrahim Kaskar 26 December 1955), known as Dawood Bhai or simply Bhai is a gangster and terrorist originally from Dongri in Mumbai, India."
9225a01c19,fever,1,2,3,indirect_contradiction,no,0.5,0.75,False,g24a_fever_66495,"g24a_fever_63506,g24a_fever_88365","The film stars Adam Sandler, Don Cheadle, Jada Pinkett Smith, Liv Tyler, Donald Sutherland, Saffron Burrows and Mike Binder himself."
925ad89c7f,fever,6,2,8,numeric_value,no,0.3078,0.3333,False,"g24a_fever_112934,g24a_fever_157183,g24a_fever_160345,g24a_fever_160391,g24a_fever_160483,g24a_fever_160961","g24a_fever_146231,g24a_fever_160927","The club is the second oldest of its kind still active in the country after Genoa's football section (1893), has traditionally worn a black and white striped home kit since 1903 and has played its home matches in several grounds, being the latest the 41,507-capacity Juventus Stadium."
9276acf9cb,fever,1,3,4,exclusive_alternative,no,0.2991,0.2611,False,g24a_fever_42362,"g24a_fever_12772,g24a_fever_130614,g24a_fever_42686","Ronald Bilius ""Ron"" Weasley is a fictional character in J. K. Rowling's Harry Potter series."
92a527315e,fever,3,3,6,explicit_negation,yes,0.2908,0.3463,False,"g24a_fever_103234,g24a_fever_137436,g24a_fever_6942","g24a_fever_123896,g24a_fever_54105,g24a_fever_62247","She is also known for her roles in Of Mice and Men (1992), Boxing Helena (1993) and the television sitcom Rude Awakening (1998 -- 2001)."
92b07c2b9d,fever,1,1,2,indirect_contradiction,no,0.3333,1.0,False,g24a_fever_136282,g24a_fever_87414,"John Stephen Goodman (born June 20, 1952) is an American actor."
92e8f51508,fever,3,3,6,exclusive_alternative,no,0.5911,0.6077,False,"g24a_fever_5666,g24a_fever_66597,g24a_fever_89804","g24a_fever_42385,g24a_fever_5745,g24a_fever_59967","The film was the second to win all five major Academy Awards (Best Picture, Actor in Lead Role, Actress in Lead Role, Director, and Screenplay) following It Happened One Night in 1934, an accomplishment not repeated until 1991 by The Silence of the Lambs."
92fc1b30a1,fever,1,2,3,exclusive_alternative,no,0.625,0.9,False,g24a_fever_181128,"g24a_fever_181114,g24a_fever_181133",So You Think You Can Dance is an American televised dance competition show that airs on Fox in the United States and is the flagship series of the international So You Think You Can Dance television franchise.
930cd91c17,fever,6,1,7,indirect_contradiction,no,0.1672,1.0,False,"g24a_fever_201438,g24a_fever_201439,g24a_fever_201441,g24a_fever_201446,g24a_fever_201454,g24a_fever_201457",g24a_fever_201460,"A static web page is delivered exactly as stored, as web content in the web server's file system, while a dynamic web page is generated by a web application that is driven by server-side software or client-side scripting."
9314d58390,fever,3,5,8,explicit_negation,yes,0.4059,0.5444,True,"g24a_fever_15307,g24a_fever_35575,g24a_fever_79857","g24a_fever_132317,g24a_fever_144602,g24a_fever_67489,g24a_fever_78742,g24a_fever_99443",Timothy Simon Roth (born 14 May 1961) is an English actor and director.
93991cc023,fever,3,1,4,indirect_contradiction,no,0.6574,0.7167,True,"g24a_fever_110933,g24a_fever_132620,g24a_fever_137360",g24a_fever_145972,"After putting down a brief civil war among the rebellious duchies, Otto defeated the Magyars at the Battle of Lechfeld in 955, thus ending the Hungarian invasions of Western Europe."
93ab4ab661,fever,1,1,2,indirect_contradiction,no,0.3333,0.5,False,g24a_fever_108882,g24a_fever_35695,"Khurana made his Bollywood debut with Aamir Khan's ""Dangal"". Dangal (Wrestling competition) is a 2016 Indian Hindi-language biographical sports drama film directed by Nitesh Tiwari."
93b375e69c,fever,5,3,8,numeric_value,no,0.3049,0.5467,False,"g24a_fever_168073,g24a_fever_168075,g24a_fever_168076,g24a_fever_168086,g24a_fever_168091","g24a_fever_168079,g24a_fever_168083,g24a_fever_168090",Jean-Jacques Dessalines ([ʒɑ̃ ʒak dɛs.salin]; 20 September 1758 -- 17 October 1806) was a leader of the Haitian Revolution and the first ruler of an independent Haiti under the 1805 constitution.
93cc4e562f,fever,3,4,7,indirect_contradiction,no,0.5369,0.8194,False,"g24a_fever_117380,g24a_fever_140869,g24a_fever_86387","g24a_fever_10530,g24a_fever_145293,g24a_fever_149272,g24a_fever_93802","Fuller House is an American family sitcom and sequel to the 1987 -- 95 television series Full House, airing as a Netflix original series."
93d550bcbf,fever,6,4,10,numeric_value,no,0.5563,0.75,True,"g24a_fever_14692,g24a_fever_14693,g24a_fever_16507,g24a_fever_16508,g24a_fever_39873,g24a_fever_86897","g24a_fever_128258,g24a_fever_39983,g24a_fever_87694,g24a_fever_98107","His widow, Elizabeth, was buried there on 3 October 1635."
945596616b,fever,3,5,8,indirect_contradiction,no,0.2435,0.3333,False,"g24a_fever_149369,g24a_fever_22609,g24a_fever_49117","g24a_fever_110672,g24a_fever_121875,g24a_fever_23137,g24a_fever_31105,g24a_fever_8304","Therasia, also known as Thirasía, is an island in the volcanic island group of Santorini in the Greek Cyclades."
94657c6a51,fever,2,3,5,exclusive_alternative,no,0.2349,0.0,False,"g24a_fever_191890,g24a_fever_191891","g24a_fever_191875,g24a_fever_191876,g24a_fever_191886","Padua ([ˈpædju.ə] or [ˈpædʒu.ə], Padova [ˈpaːdova]; Pàdova) is a city and comune in Veneto, northern Italy."
94892b7517,fever,4,4,8,explicit_negation,yes,0.3352,0.5581,False,"g24a_fever_27117,g24a_fever_3148,g24a_fever_53097,g24a_fever_58244","g24a_fever_121431,g24a_fever_3149,g24a_fever_36629,g24a_fever_36882","A cat-and-mouse drama starring Tommy Lee Jones, Javier Bardem, and Josh Brolin, it follows a Texas welder and Vietnam veteran in the desert landscape of 1980 West Texas."
94b6df8d4a,fever,3,1,4,exclusive_alternative,no,0.4901,0.7778,False,"g24a_fever_109877,g24a_fever_129420,g24a_fever_145465",g24a_fever_109878,"Greek (Modern Greek: ελληνικά [eliniˈka], elliniká, ""Greek"", ελληνική γλώσσα [eliniˈci ˈɣlosa], ellinikí glóssa, ""Greek language"") is an independent branch of the Indo-European family of languages, native to Greece and other parts of the Eastern Mediterranean."
954b48ab17,fever,5,5,10,indirect_contradiction,no,0.3035,0.3493,False,"g24a_fever_183587,g24a_fever_183588,g24a_fever_183594,g24a_fever_183615,g24a_fever_183627","g24a_fever_183583,g24a_fever_183593,g24a_fever_183618,g24a_fever_183623,g24a_fever_183633","Directed by Andrew Stanton with co-direction by Angus MacLane, the screenplay was written by Stanton and Victoria Strouse."
95996000be,fever,3,7,10,explicit_negation,yes,0.5599,0.9524,False,"g24a_fever_111060,g24a_fever_30961,g24a_fever_54533","g24a_fever_128631,g24a_fever_136848,g24a_fever_140032,g24a_fever_151374,g24a_fever_30962,g24a_fever_38486,g24a_fever_42643","Tourette described the symptoms of Tourette's syndrome in nine patients in 1884, using the name ""maladie des tics""."
959ba109c0,fever,3,1,4,numeric_value,no,0.1667,0.4167,False,"g24a_fever_106404,g24a_fever_127894,g24a_fever_16329",g24a_fever_130048,"It was the location of Lockheed's Skunk Works, which produced some of the most secret and technologically advanced airplanes, including the U-2 spy planes that uncovered the Soviet Union missile components in Cuba in October 1962."
95b005f628,fever,2,2,4,numeric_value,no,0.4238,0.75,False,"g24a_fever_200370,g24a_fever_200387","g24a_fever_200391,g24a_fever_200396","He is currently the guitarist and lead vocalist of the rock band Angels & Airwaves and was the guitarist, co-lead vocalist and co-founder of the American rock band Blink-182 from 1992 to 2015."
95c58638ba,fever,5,3,8,indirect_contradiction,no,0.3335,0.4689,False,"g24a_fever_226440,g24a_fever_226441,g24a_fever_226444,g24a_fever_226445,g24a_fever_226458","g24a_fever_226451,g24a_fever_226454,g24a_fever_226457","He is known for portraying Jackie Robinson in 42 (2013), James Brown in Get on Up (2014), and T'Challa in the Marvel Studios film Captain America: Civil War (2016)."
95eea39670,fever,2,2,4,indirect_contradiction,no,0.4179,0.8333,False,"g24a_fever_11491,g24a_fever_117966","g24a_fever_133284,g24a_fever_52243","She modeled for fashion companies including Guess, H&M, Heatherette, and Lane Bryant."
960c131732,fever,5,2,7,explicit_negation,yes,0.3503,0.44,False,"g24a_fever_185284,g24a_fever_185289,g24a_fever_185296,g24a_fever_185300,g24a_fever_185303","g24a_fever_185288,g24a_fever_185310","He co-owns Platinum Dunes, partnering with both Michael Bay and Andrew Form."
9611a9241b,fever,1,1,2,explicit_negation,yes,1.0,1.0,False,g24a_fever_70599,g24a_fever_89229,"Kutcher subsequently appeared in more romantic comedies, including Guess Who (2005), A Lot Like Love (2005), What Happens in Vegas (2008), and No Strings Attached (2011). What Happens in Vegas is a 2008 American comedy film directed by Tom Vaughan, written by Dana Fox and starring Cameron Diaz and Ashton Kutcher."
